gid,__gid,objectid,uf,pnv,tipo,administra,codigo,contador,coincide1,contador1,coincide2,contador2,coincide3,contador3,coincide,concessao,oaes,fonte,observacao,adequacao,ext_trecho,lado,complement,lado_km,codigo_uni,fotodir,km_i_trech,km_f_trech,nome,mp082_2002,buffer,ar_mm,ar_mm_dist,ar_rh,ar_rh_dist,pcd_cem,pcd_cem_di,rdr_cem,rdr_cem_di,pcd_out,pcd_out_di,rdr_out,rdr_out_di,indice,md_radar,indice_1,degree,degree_in,degree_out,clustering_coeff,avg_shortest_path,betweeness,closeness,vulnerab,infinity,infinity_norm
871,17704,18904,SC,282BSC0010,Duplicada,Federal,BR-282,13.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,,GPS,,,0.368957497766000,D,,0E-15,SC282D,,4.986108792850000,5.355066290620000,,,"SRID=4326;MULTIPOLYGON(((-50.6470129370753 -32.155968844517,-50.7396660621816 -32.113571180257,-50.739727842907 -32.113542144746,-50.7670246760216 -32.1006124625508,-50.7696498779641 -32.0993592617996,-51.0668643284863 -31.9450499896688,-51.0674151146658",29909,1.530757295895000,3566,3.220270469305000,6277,0.850649314593000,37,1004.99750179000000,1717,1.636478823544000,26,106.915563545864003,0.850649,106.916,0.711611,2,2,2,0.00,38.8775,3020.000000,0.0013,0.003266,1264704,0.536401
872,33751,18416,SC,116BSC2950,Pavimentada,Federal,BR-116,105.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,PE,GPS,,,0.006605349560000,S,,0E-15,SC116S,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1847,238.257444308000004,238.264049656999987,,,"SRID=4326;MULTIPOLYGON(((-55.2691355401547 -28.5470994190019,-55.247053550925 -28.6819995857533,-55.2707729948184 -28.5474129293303,-55.2707805714691 -28.5473662121316,-55.2691355401547 -28.5470994190019)),((-55.2604187212782 -28.5456857149776,-55.247700",30056,6.515462978375000,3368,5.529828078191000,6264,6.166744142573000,37,927.971494781553019,6869,6.121254270932000,26,79.153405283129999,6.12125,79.1534,0.653832,2,2,2,0.00,25.0692,2897.832375,0.0012,0.001836,1258592,0.533808
873,33752,18417,SC,116BSC2950,Pavimentada,Federal,BR-116,107.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,,GPS,,TFE,0.423447421440000,S,,0E-15,SC116S,,239.289716792999997,239.713164213999988,,,"SRID=4326;POLYGON((-55.3256527098286 -27.6571734946555,-55.3315464876276 -27.5559264839852,-55.2754406137507 -27.1525481863656,-55.2383108121098 -26.779398306888,-55.2582115263841 -27.0286780912889,-55.1965143898865 -26.5851009010826,-54.8746782204501 -2",30056,5.129967767201000,3368,4.236294060979000,6264,5.217886898002000,37,928.851019316333009,6869,4.702976061528000,26,78.641185110728003,4.70298,78.6412,0.653759,2,2,2,0.00,23.3292,4149.332375,0.0012,0.002529,1258592,0.533808
874,17717,18920,SC,470BSC0050,Pavimentada,Federal,BR-470,14.000000000000000,,0E-15,,0E-15,,0E-15,,,P,GPS,,,0.199983920302000,S,,0E-15,SC470S,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1689,30.238132158900001,30.438116079200000,,,"SRID=4326;POLYGON((-46.7792608959535 -31.4067971002074,-47.626728908955 -31.7253769690477,-48.593871874749 -31.8846580525247,-49.573505657512 -31.8521983620131,-50.5279834803571 -31.6292453052159,-51.4206252958299 -31.2243668430721,-52.217127379561 -30.6",24290,0.761511248061000,3533,2.844695350043000,3959,1.994929344503000,37,926.248115998988965,1728,14.711802916264000,26,140.507980823346998,1.99493,140.508,0.780493,2,2,2,0.00,20.8300,655.150000,0.0013,0.001678,1258664,0.533839
875,17718,18921,SC,282BSC0010,Duplicada,Federal,BR-282,11.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,,GPS,,,0.752090406883000,D,,0E-15,SC282D,,4.219281758730000,4.971372165610000,,,"SRID=4326;POLYGON((-50.8650020942348 -32.0524236884729,-50.864807750476 -32.0520399079873,-50.9448562361101 -32.0113278099417,-50.9448633308615 -32.011324068762,-51.0547882730694 -31.9515893809101,-51.0548376953115 -31.9515617177645,-51.0826182385227 -31",29888,0.847249997678000,3566,3.601779799642000,6277,0.262393184034000,37,1005.34835627999996,1717,1.632575583007000,26,107.133681478468006,0.262393,107.134,0.565016,2,2,2,0.00,40.8617,1514.000000,0.0013,0.001953,1261692,0.535123
876,17722,18925,SC,101BSC4070,Duplicada,Federal,BR-101,190.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,,GPS,,,0.058455146364000,D,,0E-15,SC101D,,203.994434904999991,204.052890050999991,,,"SRID=4326;MULTIPOLYGON(((-53.6060997951348 -27.8235704934836,-53.613547029441 -27.5285614949905,-53.6135467731343 -27.5285325862838,-53.6090702173616 -27.3567390548458,-53.6090684178181 -27.3566974612021,-53.4709212707071 -26.3863102469502,-53.1461154281",24432,1.683351593655000,3566,2.935514317904000,6277,2.382629707368000,37,1003.91638507000004,1717,3.219115803404000,26,107.807033151165996,2.38263,107.807,0.714458,2,2,2,0.00,34.9605,8228.000000,0.0013,0.007689,1275120,0.540818
877,17724,18931,SC,470BSC9000,Pavimentada,Federal,BR-470,2.000000000000000,,0E-15,,0E-15,,0E-15,,,PE,GPS,,,0.155701723426000,S,ACS,35.000000000000000,SC470S35ACS,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1684,1.639396693620000,1.795098417040000,,,"SRID=4326;POLYGON((-53.7202572713778 -28.4289702733331,-53.7048902031503 -28.4241250946095,-53.8712119970554 -27.8566013418297,-53.9580719573425 -26.8802861636534,-53.8527932853489 -25.9057850702411,-53.5594217813983 -24.9705475921062,-53.0892315478629 -",24321,0.150786569372000,3550,0.150880839189000,3961,0.254050888211000,37,926.590077921192005,1728,10.644029137072000,26,135.413367974186997,0.254051,135.413,0.563409,2,2,2,0.00,20.5204,5594.966667,0.0013,0.001957,1258664,0.533839
878,17726,18933,SC,101BSC3970,Duplicada,Federal,BR-101,102.000000000000000,BR-486,4.000000000000000,,0E-15,,0E-15,,OHL,,GPS,,,1.742703409610000,D,,0E-15,SC101D,,120.762080486000002,122.504783896000006,,,"SRID=4326;POLYGON((-53.3510453579767 -28.764147537122,-53.6167513277744 -27.8776739019224,-53.7095938052966 -26.9019094558567,-53.6102901406518 -25.926781381178,-53.322656517982 -24.9897633029381,-52.8577465360996 -24.126864300398,-52.233426424884 -23.37",24524,2.127922380910000,3615,1.048913024868000,3981,1.246089434424000,37,941.426113750388026,1709,3.608140808727000,26,148.380834067572010,1.24609,148.381,0.795501,3,3,3,0.33,21.4361,2317.166667,0.0013,0.001872,1258664,0.533839
879,33755,18420,SC,116BSC2970,Pavimentada,Federal,BR-116,111.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,,GPS,,,9.647891014790000,S,,0E-15,SC116S,,245.390767619000002,255.038658633000011,,,"SRID=4326;POLYGON((-54.877260500833 -25.6965335220569,-54.8988315152329 -25.6860287107586,-54.8755279564861 -25.6381762185029,-54.8708267191735 -25.6285487212089,-54.870742927201 -25.6283775918456,-54.8093729587406 -25.507234630616,-54.8092838292605 -25.",30058,2.821119128802000,3363,2.540766757087000,6300,0.165287781389000,37,931.891622133952978,1695,1.934474323895000,26,79.822903852573006,0.165288,79.8229,0.539384,4,4,4,0.50,19.6017,37904.610155,0.0012,0.010023,1258592,0.533808
880,17730,18942,SC,,Pavimentada,Estadual,,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,4.812077635410000,,,0E-15,SC,,0E-15,0E-15,,,"SRID=4326;POLYGON((-53.8371171047907 -32.1492214000803,-54.1831543509774 -31.6253426612397,-54.5534386188097 -30.7178044852744,-54.7395560632734 -29.7554655238347,-54.7343542953538 -28.7753079235229,-54.5380332160748 -27.8149985912402,-54.158137334415 -2",20599,3.414086992423000,3275,1.499152307112000,7417,8.846700930340001,37,1105.96267942999998,1722,4.082950853071000,26,142.568499745963010,4.08295,142.568,0.783334,3,3,3,0.33,34.0935,758.000000,0.0013,0.001907,1260180,0.534482
881,17731,18943,SC,,Pavimentada,Estadual,SC-414,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,14.176052453600001,,,0E-15,SC414,,0E-15,0E-15,,,"SRID=4326;POLYGON((-52.4526789890721 -29.6270010275082,-52.8476324068253 -29.1450394744456,-53.3090575422363 -28.2802719772249,-53.5929087535535 -27.342101166726,-53.6882777979118 -26.3665804210641,-53.5914996964199 -25.3911984554167,-53.3062935772444 -2",30095,13.321447874655000,3686,13.714457090191001,6999,3.720904434531000,37,897.069441281077047,660,16.657577667272001,26,202.255924212612001,3.7209,202.256,0.895363,2,2,2,1.00,43.2082,0.000000,0.0013,0.000686,1258664,0.533839
882,17740,18974,SC,116BSC2875,Pavimentada,Federal,BR-116,27.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,,GPS,,,0.065666485682700,S,,0E-15,SC116S,,53.233503821600003,53.299170307300002,,,"SRID=4326;MULTIPOLYGON(((-51.7837434383171 -21.665996705835,-52.1701492637261 -21.8169290499768,-51.808222938476 -21.6743506606517,-51.8081798231792 -21.6743355853165,-51.7837434383171 -21.665996705835)),((-51.7824759836618 -21.6655641888454,-51.73713086",24225,46.863313695982001,3325,32.546772995551997,6976,2.364786018557000,37,808.233351636133989,1125,20.451234497857001,25,100.554253818346993,2.36479,100.554,0.668922,2,2,2,0.00,27.4690,4518.000000,0.0013,0.006345,1267700,0.537671
883,17742,18976,SC,,Leito natural,Estadual,SC-415,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,30.685270595900001,,,0E-15,SC415,,0E-15,0E-15,,,"SRID=4326;POLYGON((-53.7196958948436 -26.4575170844069,-53.7348176384006 -26.3685760079403,-53.7074350701917 -25.3887871659969,-53.4894313296703 -24.433166765965,-53.0891841783266 -23.5384387638997,-52.5220748897257 -22.7389870551511,-51.8098971557898 -2",24502,11.161287033792000,3840,5.304388679875000,6639,9.280603514918001,37,864.551092428109996,1652,4.736782456463000,25,171.589945853885013,4.73678,171.59,0.836805,2,2,2,1.00,58.0066,0.000000,0.0012,0.000580,1258664,0.533839
884,17744,18989,SC,,Leito natural,Estadual,SC-422,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,61.349886213700003,,,0E-15,SC422,,0E-15,0E-15,,,"SRID=4326;POLYGON((-54.188147300812 -24.5461653094735,-54.1895481375363 -24.5455176720216,-54.1678782573801 -24.4986458244389,-54.1144094621228 -24.3866626456072,-54.1136046282619 -24.3850294669095,-54.0997689626126 -24.3604305676874,-53.9813377119906 -2",24490,17.992847442148001,3755,25.076122700555999,7406,17.751816073366001,37,854.143832835212038,666,13.192585659888000,25,138.087688684744990,13.1926,138.088,0.763818,3,3,3,1.00,22.3478,0.000000,0.0013,0.001619,1258664,0.533839
885,17743,18979,SC,280BSC0010,Pavimentada,Federal,BR-280,10.000000000000000,,0E-15,,0E-15,,0E-15,,,,GPS,,,6.214599752380000,S,,0E-15,SC280S,,14.488619356399999,20.703219108799999,,,"SRID=4326;POLYGON((-48.9728136169346 -21.3784328089515,-48.9871248645327 -21.3791305830241,-48.9809152545372 -21.3787624917368,-48.9807435424855 -21.3787524202295,-48.9655176080043 -21.3778826648942,-48.9653431575171 -21.3778729666054,-48.9504646063544 -",30095,13.321447874655000,3686,13.714457090191001,6999,3.586273091128000,37,897.069441281077047,660,16.657577667272001,26,202.780397963109010,3.58627,202.78,0.896411,2,2,2,1.00,43.2082,0.000000,0.0013,0.000686,1258664,0.533839
886,33758,18423,SC,282BSC0350,Pavimentada,Federal,BR-282,182.000000000000000,BR-480,10.000000000000000,,0E-15,,0E-15,,,,GPS,,,2.316238246920000,S,,0E-15,SC282S,,508.750428848000013,511.066667095000014,,,"SRID=4326;POLYGON((-57.3735934191784 -26.0316589955061,-57.3937676270468 -26.062184077871,-57.3590003638878 -25.8779977567744,-57.358967919128 -25.8778419562359,-57.3530982571267 -25.8538448211642,-57.3526406161233 -25.8498743691638,-57.3504947153149 -25",30198,4.840730573118000,3820,4.555442215757000,7421,7.084224785120000,37,760.559427424552950,1313,7.487383215238000,25,259.510443493536002,7.08422,259.51,0.996675,2,2,2,0.00,20.7441,5357.379762,0.0012,0.003389,1258592,0.533808
887,17750,18996,SC,101BSC3870,Duplicada,Federal,BR-101,53.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,,GPS,,,1.170047586180000,D,,0E-15,SC101D,,43.889503135200002,45.059550721400001,,,"SRID=4326;POLYGON((-53.8417601688562 -26.676850678314,-53.8496802447051 -26.6257116533546,-53.8351272761804 -26.285074724016,-53.8263031786499 -25.7638738845309,-53.8095565234128 -25.6865478537856,-53.8078427274696 -25.646433550878,-53.8070699908117 -25.",30106,0.451285137807000,3686,3.174216230341000,6960,1.751882394186000,37,882.987217514070949,660,11.340414600587000,25,176.500626604546994,1.75188,176.501,0.852692,2,2,2,0.00,31.4717,850.500000,0.0013,0.001320,1258664,0.533839
888,17752,19005,SC,,Pavimentada,Estadual,SC-352,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,39.714776746399998,,,0E-15,SC352,,0E-15,0E-15,,,"SRID=4326;POLYGON((-54.4684767147206 -28.4420525949703,-54.5634081020197 -28.0086267267407,-54.582296027999 -27.0286373257314,-54.4096345799616 -26.0637932947087,-54.0520590405259 -25.1511730486941,-53.5233108371416 -24.3258480719387,-52.8437094667395 -2",24582,1.094659600667000,3395,1.094868348367000,3995,6.329730507166000,37,933.972669150404954,1727,2.685102389390000,26,44.139438667222002,2.6851,44.1394,0.587527,5,5,5,0.40,18.7918,23080.457287,0.0013,0.002890,1258664,0.533839
889,17756,19015,SC,101BSC3870,Duplicada,Federal,BR-101,48.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,V,GPS,,,0.101789162330000,D,,0E-15,SC101D,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1365,42.508488855300001,42.610278017600002,,,"SRID=4326;MULTIPOLYGON(((-52.6871218329583 -29.5504160137132,-52.6785892000239 -29.5606123236159,-52.6866527301634 -29.5510755370603,-52.6871727451404 -29.5504589519844,-52.6871218329583 -29.5504160137132)),((-52.6836167124268 -29.5474598682534,-52.67003",30107,0.613758567464000,3686,4.520533755039000,6960,1.088617438670000,37,881.685607199096012,660,13.747763757051001,25,175.377427392709990,1.08862,175.377,0.771733,2,2,2,0.00,29.6258,2252.000000,0.0013,0.001465,1258664,0.533839
890,17758,19018,SC,,Planejada,Estadual,SC-442,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,9.188303677880000,,,0E-15,SC442,,0E-15,0E-15,,,"SRID=4326;POLYGON((-49.6836992701992 -23.6348293756856,-49.3783179784307 -23.5966418169438,-48.964946079814 -23.62643390629,-48.9640667923698 -23.6142742888305,-48.8971699444076 -23.6191117402273,-48.8980480711727 -23.6312553067219,-48.4006823121275 -23.",30173,4.565509534840000,3317,0.243608253678000,6638,10.333434496805999,37,1058.92514265999989,1147,7.559034984299000,26,69.982766400960003,7.55903,69.9828,0.639673,4,4,4,0.50,23.1765,1893.057143,0.0013,0.001906,1258664,0.533839
891,17769,19033,SC,470BSC0175,Pavimentada,Federal,BR-470,89.000000000000000,,0E-15,,0E-15,,0E-15,,,,GPS,,TFE,0.730752199520000,S,,0E-15,SC470S,,165.885640079000012,166.616392278000006,,,"SRID=4326;MULTIPOLYGON(((-53.9355716806717 -30.1648317518673,-53.9278901235646 -30.1593907212715,-54.0179224251756 -30.0497397554723,-54.4801796198968 -29.1854167453846,-54.7649336178759 -28.2475195546044,-54.8612414826625 -27.2720910461945,-54.765402157",24420,16.358283984861998,3691,21.134804702991001,6982,10.526619319961000,37,905.736280045583044,1733,9.304642361993000,26,85.940712947495996,9.30464,85.9407,0.660646,2,2,2,0.00,28.0487,1488.000000,0.0013,0.001374,1258664,0.533839
892,17773,19041,SC,,Pavimentada,Estadual,SC-444,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,6.730819752750000,,,0E-15,SC444,,0E-15,0E-15,,,"SRID=4326;POLYGON((-53.5345604228855 -31.34613328196,-53.742738718614 -31.0135013227554,-53.7430429277803 -31.0128907802243,-53.9608111890101 -30.50805169418,-53.9614136745151 -30.5064125781583,-54.0312611830609 -30.3029759521267,-54.031333200769 -30.302",30010,6.525760352618000,3462,6.525826951342000,7403,0.080946403378000,37,1076.08615994000001,676,19.315654338889999,26,87.629068477936997,0.0809464,87.6291,0.515755,6,6,6,0.40,26.5942,3020.000000,0.0013,0.006160,1264704,0.536401
893,17777,19045,SC,101BSC4220,Em duplicao,Federal,BR-101,309.000000000000000,,0E-15,,0E-15,,0E-15,,,,GPS,,,0.111122428250000,,,0E-15,SC101,,377.647393446000024,377.758515874000011,,,"SRID=4326;POLYGON((-51.3986663940467 -24.228071514563,-51.3522000998883 -24.2052809807045,-51.3520616141883 -24.2052173770533,-51.3461365082294 -24.2025007723652,-51.346088797397 -24.2024789350276,-51.3317279586212 -24.1959333450248,-51.3313069419125 -24",30010,7.099857148986000,3462,7.099893325207000,7403,1.167403347288000,37,1076.13661643000000,676,20.253573954278998,26,87.491003490048996,1.1674,87.491,0.670106,2,2,2,0.00,28.5441,2723.833333,0.0013,0.001896,1258664,0.533839
894,17779,19047,SC,,Leito natural,Estadual,SC-345,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,58.580701893700002,,,0E-15,SC345,,0E-15,0E-15,,,"SRID=4326;POLYGON((-54.2691297767858 -27.423626074116,-54.2761858207852 -27.1502352201947,-54.2759959694081 -27.1475320173546,-54.2276812314435 -26.7726698652481,-54.2228812544987 -26.697285439357,-54.2133425232042 -26.6614193595959,-54.2018159380444 -26",30060,10.670968486607000,3372,10.933593822378000,6643,0.147163644156000,37,952.768062521677962,1703,14.906185117464000,26,63.914342942674999,0.147164,63.9143,0.529462,5,5,5,0.40,17.7418,59596.447908,0.0013,0.013796,1258664,0.533839
895,17783,19051,SC,282BSC0070,Pavimentada,Federal,BR-282,72.000000000000000,,0E-15,,0E-15,,0E-15,,,,GPS,,,10.586213697000000,S,,0E-15,SC282S,,87.984629123800005,98.570842820899998,,,"SRID=4326;POLYGON((-50.9623562789422 -23.0117544340517,-50.9695513140003 -22.99166739564,-50.8948003899797 -22.9648921434638,-50.8931394262479 -22.9695292080526,-50.7804371827457 -22.9399854204723,-50.6541372595954 -22.8901587607693,-50.4471608142114 -22",24173,3.895719776566000,3612,0.528291434756000,3908,4.757861715314000,37,976.584852904792001,1698,4.967065521393000,26,45.994341641322002,4.75786,45.9943,0.591354,2,2,2,0.00,21.9196,4259.166667,0.0013,0.002999,1258664,0.533839
896,17786,19055,SC,,Pavimentada,Estadual,SC-412,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,6.729859299790000,,,0E-15,SC412,,0E-15,0E-15,,,"SRID=4326;POLYGON((-52.0809515853258 -22.3235430666893,-52.0970018976344 -22.3057579684259,-52.0654912554202 -22.2773209229236,-51.7317733774917 -22.0014100566793,-51.7147681651385 -21.9885484148182,-50.8788246919048 -21.4767530559134,-49.959097316733 -2",24502,12.708512246700000,3840,8.929021909433001,6639,8.951886861150999,37,864.477617866270975,1652,12.273374583826000,25,171.589945853885013,8.95189,171.59,0.834452,2,2,2,1.00,58.0066,0.000000,0.0012,0.000580,1258664,0.533839
897,17789,19059,SC,101BSC4020,Duplicada,Federal,BR-101,151.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,,GPS,,,2.289463859670000,D,,0E-15,SC101D,,160.651128480000011,162.940592339999995,,,"SRID=4326;POLYGON((-53.0174458614658 -24.8296963732576,-53.0177587397556 -24.8295268482039,-53.0177462445753 -24.8295037868891,-53.0155833609818 -24.826306205922,-52.9704824916294 -24.7442125391536,-52.9704737115483 -24.7441970645194,-52.667147115889 -24",20984,1.921360754685000,3332,0.328731626227000,7420,1.769945433491000,37,972.041161028551983,1680,19.728082343741999,26,128.697081066837001,1.76995,128.697,0.756999,1,1,1,NaN,5.0000,0.000000,0.0007,0.000084,1257164,0.533203
898,17795,19071,SC,,Pavimentada,Estadual,,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,10.338918807000001,,,0E-15,SC,,0E-15,0E-15,,,"SRID=4326;POLYGON((-53.1702529546773 -24.6425999345024,-53.1858815639748 -24.6351030934782,-53.1825982435672 -24.6282583795935,-53.0956529923687 -24.4663030955716,-53.071017381546 -24.4080834909125,-53.0394402525472 -24.3615940963108,-52.9678202901379 -2",24109,0.519473226513000,3766,0.098795998115000,4009,4.902220929047000,37,932.277759269857029,1639,11.618353091645000,26,161.917004128694003,4.90222,161.917,0.823715,2,2,2,1.00,24.6469,0.000000,0.0013,0.001234,1258664,0.533839
899,17799,19075,SC,,Pavimentada,Estadual,SC-411,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,23.524424823400000,,,0E-15,SC411,,0E-15,0E-15,,,"SRID=4326;POLYGON((-52.45110023927 -23.8154965878608,-52.472362006849 -23.8228027114732,-52.3645676611469 -23.7374798458251,-51.8125098573381 -23.2397511036243,-51.5020709560724 -23.0547845707646,-51.3599094826275 -22.9422589626719,-51.3598442952702 -22.",30081,0.587828855908000,3329,0.024027436568000,4037,0.500972853031000,37,962.840432054331018,672,1.376472312003000,26,110.930695940684998,0.500973,110.931,0.625214,2,2,2,1.00,18.3057,0.000000,0.0013,0.001814,1258664,0.533839
900,17801,19077,SC,,Leito natural,Estadual,SC-421,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,5.521608264900000,,,0E-15,SC421,,0E-15,0E-15,,,"SRID=4326;POLYGON((-52.0830163913643 -31.339905802237,-52.2030915247724 -31.2912905480021,-53.0224036961752 -30.7532723832255,-53.7210108769255 -30.0657522112722,-54.2720659848505 -29.2551510467849,-54.6543922811878 -28.3526198379242,-54.8532971807803 -2",24490,13.038225026746000,3432,19.444432467319999,4049,6.083153685180000,37,866.715951691493956,666,18.670188513227998,26,127.890703267123001,6.08315,127.891,0.746827,4,4,4,0.50,21.8524,7169.913564,0.0013,0.004951,1258664,0.533839
901,17802,19078,SC,,Leito natural,Estadual,SC-424,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,45.654890137400002,,,0E-15,SC424,,0E-15,0E-15,,,"SRID=4326;POLYGON((-54.0162694278975 -24.6638723700681,-54.0537108542237 -24.6799430753957,-53.7549554486144 -24.2760248498284,-53.7540147874493 -24.2748783644278,-53.5194256789255 -24.0087971324358,-53.5168610184427 -24.0060882737595,-53.235415375626 -2",24420,21.687192651797002,3398,21.293021915092002,7388,4.569687192703000,37,920.274417623949944,1733,22.555867794030000,26,64.505205231039994,4.56969,64.5052,0.614115,2,2,2,1.00,21.6140,0.000000,0.0013,0.001460,1258664,0.533839
902,17804,19081,SC,,Pavimentada,Estadual,SC-486,8.000000000000000,,0E-15,,0E-15,,0E-15,BR-486,,,Mapa DER 2005,,,30.014238290900000,,,0E-15,SC486,,7.754936762080000,37.769175052999998,,,"SRID=4326;POLYGON((-52.7569474624619 -23.9397875515792,-52.8379334412 -24.0009111735272,-52.5906099617618 -23.7375267944805,-52.4470909858266 -23.5630125892741,-52.3589692826676 -23.4908436386242,-52.249654951904 -23.3744305621363,-52.2578705248962 -23.3",24315,6.271688085724000,3547,6.051890710601000,6636,0.033632758248000,37,940.911249038269943,1629,0.494743962587000,26,120.945004662452007,0.0336328,120.945,0.504101,6,6,6,0.40,18.3478,24647.833333,0.0013,0.009922,1258664,0.533839
903,17805,19082,SC,,Pavimentada,Estadual,SC-108,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,24.769324681800001,,,0E-15,SC108,,0E-15,0E-15,,,"SRID=4326;POLYGON((-53.106764523714 -29.7863142657301,-53.1058457482823 -29.8294788574999,-53.1063984069315 -29.8286297508571,-53.1066102305015 -29.8283043024917,-53.2580127067099 -29.5802012964987,-53.2604543894896 -29.5759207242802,-53.3331402222972 -2",24229,0.251873929075000,3547,0.299157269694000,3942,2.677118994331000,37,927.575239233435013,671,0.046627213533000,26,120.945004662452007,0.0466272,120.945,0.511484,5,5,5,0.40,18.1133,85836.586147,0.0013,0.016526,1258664,0.533839
904,33772,18445,SC,282BSC0190,Pavimentada,Federal,BR-282,107.000000000000000,BR-475,2.000000000000000,,0E-15,,0E-15,,,V,GPS,,,0.029921575800000,S,,0E-15,SC282S,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1819,216.443430123000013,216.473351697999988,,,"SRID=4326;POLYGON((-50.4134021253878 -22.8235305731808,-50.413976151321 -22.7995489539776,-50.4138788530206 -22.7995466250378,-50.2773474651169 -22.8097018260735,-50.277386142744 -22.8210628966065,-50.1545625631699 -22.8188345638459,-49.436407591786 -22.",30056,2.854121720698000,3369,0.246698427841000,6264,1.127458154495000,37,934.865134067268968,6869,4.059380297530000,26,73.371980527904000,1.12746,73.372,0.646447,2,2,2,0.00,23.2351,26677.480996,0.0012,0.005781,1258592,0.533808
905,17808,19097,SC,,Pavimentada,Estadual,,0E-15,,0E-15,,0E-15,,0E-15,,,,Mapa DER 2005,,,3.656749798030000,,,0E-15,SC,,0E-15,0E-15,,,"SRID=4326;POLYGON((-49.7513250323999 -21.3287243684248,-49.737750409705 -21.3263864395017,-49.1217894148037 -21.2592574197511,-49.1211580961352 -21.2592280083235,-49.1208316258218 -21.2592128031884,-48.9870901608621 -21.254776688569,-48.9693818670899 -21",30111,6.383267015468000,3686,11.401920270889001,6263,2.784224460462000,37,873.204429349729025,659,9.138622894392000,25,168.006608350913012,2.78422,168.007,0.83163,2,2,2,1.00,29.2964,0.000000,0.0013,0.001096,1258664,0.533839
906,33774,18447,SC,116BSC2940,Pavimentada,Federal,BR-116,95.000000000000000,,0E-15,,0E-15,,0E-15,,OHL,PE,GPS,,,0.124686383310000,S,,0E-15,SC116S,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1841,216.836064523000005,216.960750905999987,,,"SRID=4326;MULTIPOLYGON(((-54.6849304037587 -30.0950310663678,-55.0893795647944 -29.2334726785515,-55.3247976329012 -28.2819926141006,-55.3700676566756 -27.3028671855748,-55.2234499344918 -26.3337236340923,-54.8905789031892 -25.4118056028347,-54.384246609",30056,27.232655450332000,3295,0E-15,7001,22.658268371618998,37,908.017245795864028,1706,9.096702169709999,26,92.175156100953998,9.0967,92.1752,0.68435,2,2,2,0.00,26.9599,1408.549226,0.0012,0.001549,1258592,0.533808
907,33777,18452,SC,470BSC0310,Pavimentada,Federal,BR-470,144.000000000000000,,0E-15,,0E-15,,0E-15,,,P,GPS,,,0.080289670660000,S,,0E-15,SC470S,C:\DNIT_FOTOS\SC\FOTOS\OAES\\1547,347.567894877000015,347.648184547000028,,,"SRID=4326;MULTIPOLYGON(((-53.6788398830536 -23.0925506957838,-53.6846079502452 -23.0810557598533,-53.3078533868145 -22.9362662029399,-52.9230744858181 -22.7741714204913,-52.8436891644506 -22.7578844695399,-52.7696743703197 -22.7294400383705,-52.367073055",30193,40.451516277304997,3813,40.211339312915001,6920,24.262052101858998,37,862.359172284737951,1637,14.394548584758001,26,189.682711925707991,14.3945,189.683,0.851583,2,2,2,0.00,18.4938,2876.000000,0.0012,0.006651,1264344,0.536248
